"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1529 Hoover Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1529 Hoover Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.668728,""longitude"":-117.10619},""url"":""https://www.zillow.com/homedetails/1529-Hoover-Ave-National-City-CA-91950/17098685_zpid/""}","https://www.zillow.com/homedetails/1529-Hoover-Ave-National-City-CA-91950/17098685_zpid/","1529 Hoover Ave, National City, CA 91950","COLDWELL BANKER WEST","$460,000","- Sold","2","bds","1","ba","1,180","sqft","Sold 06/03/2021","https://www.zillow.com/homedetails/1529-Hoover-Ave-National-City-CA-91950/17098685_zpid/","https://photos.zillowstatic.com/fp/ee96391ed8072af22b23b1cc8df886d0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1928 Via Las Palmas Unit 11, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1928 Via Las Palmas UNIT 11"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66672,""longitude"":-117.08193},""url"":""https://www.zillow.com/homedetails/1928-Via-Las-Palmas-UNIT-11-National-City-CA-91950/17100815_zpid/""}","https://www.zillow.com/homedetails/1928-Via-Las-Palmas-UNIT-11-National-City-CA-91950/17100815_zpid/","1928 Via Las Palmas UNIT 11, National City, CA 91950","REDFIN CORPORATION","$460,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 06/10/2022","https://www.zillow.com/homedetails/1928-Via-Las-Palmas-UNIT-11-National-City-CA-91950/17100815_zpid/","https://photos.zillowstatic.com/fp/1a49999b068008654a40e31a634d0e5c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1904 Via Las Palmas Unit 4, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1904 Via Las Palmas UNIT 4"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-4-National-City-CA-91950/17100845_zpid/""}","https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-4-National-City-CA-91950/17100845_zpid/","1904 Via Las Palmas UNIT 4, National City, CA 91950","","$460,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 09/12/2022","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3606 Fairlindo Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3606 Fairlindo Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3606-Fairlindo-Way-National-City-CA-91950/17101621_zpid/""}","https://www.zillow.com/homedetails/3606-Fairlindo-Way-National-City-CA-91950/17101621_zpid/","3606 Fairlindo Way, National City, CA 91950","","$460,000","- Sold","2","bds","2.5","ba","1,554","sqft","Sold 12/09/2021","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1904 Via Las Palmas Unit 4a, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1904 Via Las Palmas UNIT 4A"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-4A-National-City-CA-91950/2131124597_zpid/""}","https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-4A-National-City-CA-91950/2131124597_zpid/","1904 Via Las Palmas UNIT 4A, National City, CA 91950","EXCEL ONE REALTY & MTG. SVCS.","$460,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 09/12/2022","https://www.zillow.com/homedetails/1904-Via-Las-Palmas-UNIT-4A-National-City-CA-91950/2131124597_zpid/","https://photos.zillowstatic.com/fp/e3bc7bbc881da61d5249192645d96c71-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1836 Via Las Palmas Unit 1, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1836 Via Las Palmas UNIT 1"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-1-National-City-CA-91950/17100755_zpid/""}","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-1-National-City-CA-91950/17100755_zpid/","1836 Via Las Palmas UNIT 1, National City, CA 91950","CENTURY 21 AWARD","$457,500","- Sold","2","bds","2","ba","1,070","sqft","Sold 06/10/2022","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-1-National-City-CA-91950/17100755_zpid/","https://photos.zillowstatic.com/fp/7e0ce5069c6f855ddd1da3381cff2174-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1023 D Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""648""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1023 D Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67491,""longitude"":-117.101654},""url"":""https://www.zillow.com/homedetails/1023-D-Ave-National-City-CA-91950/17096916_zpid/""}","https://www.zillow.com/homedetails/1023-D-Ave-National-City-CA-91950/17096916_zpid/","1023 D Ave, National City, CA 91950","REEF POINT REALTY, INC","$455,000","- Sold","2","bds","1","ba","648","sqft","Sold 10/19/2020","https://www.zillow.com/homedetails/1023-D-Ave-National-City-CA-91950/17096916_zpid/","https://photos.zillowstatic.com/fp/a657c65adcdbb0de164479184fcba840-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1802 Via Las Palmas Unit 38, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1802 Via Las Palmas UNIT 38"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-38-National-City-CA-91950/17100790_zpid/""}","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-38-National-City-CA-91950/17100790_zpid/","1802 Via Las Palmas UNIT 38, National City, CA 91950","COLDWELL BANKER WEST","$455,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 05/18/2022","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-38-National-City-CA-91950/17100790_zpid/","https://photos.zillowstatic.com/fp/32e216e888d2d681cab421903a9271b5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3410 Fairlomas Rd, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3410 Fairlomas Rd"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6591,""longitude"":-117.06125},""url"":""https://www.zillow.com/homedetails/3410-Fairlomas-Rd-National-City-CA-91950/17101545_zpid/""}","https://www.zillow.com/homedetails/3410-Fairlomas-Rd-National-City-CA-91950/17101545_zpid/","3410 Fairlomas Rd, National City, CA 91950","COLDWELL BANKER WEST","$453,000","- Sold","2","bds","3","ba","1,554","sqft","Sold 02/08/2021","https://www.zillow.com/homedetails/3410-Fairlomas-Rd-National-City-CA-91950/17101545_zpid/","https://photos.zillowstatic.com/fp/e4f4baac8477949056d68c3c556d5872-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1925 Via Las Palmas Unit 42, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1925 Via Las Palmas UNIT 42"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-42-National-City-CA-91950/17100883_zpid/""}","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-42-National-City-CA-91950/17100883_zpid/","1925 Via Las Palmas UNIT 42, National City, CA 91950","SDPREMIER","$450,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 09/09/2022","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-42-National-City-CA-91950/17100883_zpid/","https://photos.zillowstatic.com/fp/562c4436ba7b1b8c8f5190bdc758929b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1925 Via Las Palmas Unit 45, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1925 Via Las Palmas UNIT 45"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-45-National-City-CA-91950/17100886_zpid/""}","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-45-National-City-CA-91950/17100886_zpid/","1925 Via Las Palmas UNIT 45, National City, CA 91950","LEPE TENDWELL PROPERTIES","$450,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 08/08/2022","https://www.zillow.com/homedetails/1925-Via-Las-Palmas-UNIT-45-National-City-CA-91950/17100886_zpid/","https://photos.zillowstatic.com/fp/a248f6bb5d41d25c78e59f7613dd5475-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2704 Chaffee St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""930""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2704 Chaffee St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.666363,""longitude"":-117.07322},""url"":""https://www.zillow.com/homedetails/2704-Chaffee-St-National-City-CA-91950/17100995_zpid/""}","https://www.zillow.com/homedetails/2704-Chaffee-St-National-City-CA-91950/17100995_zpid/","2704 Chaffee St, National City, CA 91950","ACTIVE REALTY","$450,000","- Sold","2","bds","1","ba","930","sqft","Sold 04/28/2020","https://www.zillow.com/homedetails/2704-Chaffee-St-National-City-CA-91950/17100995_zpid/","https://photos.zillowstatic.com/fp/7f5085403dc163bf7f771589f37c5f36-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3712 Fairlomas Rd, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3712 Fairlomas Rd"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3712-Fairlomas-Rd-National-City-CA-91950/17101609_zpid/""}","https://www.zillow.com/homedetails/3712-Fairlomas-Rd-National-City-CA-91950/17101609_zpid/","3712 Fairlomas Rd, National City, CA 91950","NOVA REALTY & REO INC.","$450,000","- Sold","2","bds","3","ba","1,554","sqft","Sold 11/18/2020","https://www.zillow.com/homedetails/3712-Fairlomas-Rd-National-City-CA-91950/17101609_zpid/","https://photos.zillowstatic.com/fp/f00ec34367dd91da1848325ab4f69fa9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3704 Fairlomas Rd, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3704 Fairlomas Rd"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3704-Fairlomas-Rd-National-City-CA-91950/52520686_zpid/""}","https://www.zillow.com/homedetails/3704-Fairlomas-Rd-National-City-CA-91950/52520686_zpid/","3704 Fairlomas Rd, National City, CA 91950","MANALO REALTY","$450,000","- Sold","2","bds","2","ba","1,080","sqft","Sold 12/02/2021","https://www.zillow.com/homedetails/3704-Fairlomas-Rd-National-City-CA-91950/52520686_zpid/","https://photos.zillowstatic.com/fp/5736f66960fb55e7c562affd745a858a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""915 E 13th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""780""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""915 E 13th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.674416,""longitude"":-117.09572},""url"":""https://www.zillow.com/homedetails/915-E-13th-St-National-City-CA-91950/17099071_zpid/""}","https://www.zillow.com/homedetails/915-E-13th-St-National-City-CA-91950/17099071_zpid/","915 E 13th St, National City, CA 91950","SAND & SEA REALTY, INC.","$446,000","- Sold","2","bds","1","ba","780","sqft","Sold 10/13/2020","https://www.zillow.com/homedetails/915-E-13th-St-National-City-CA-91950/17099071_zpid/","https://photos.zillowstatic.com/fp/9d5799182fa7ed85eb7499da18f0512f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""707 F Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""674""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""707 F Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67823,""longitude"":-117.10073},""url"":""https://www.zillow.com/homedetails/707-F-Ave-National-City-CA-91950/17096707_zpid/""}","https://www.zillow.com/homedetails/707-F-Ave-National-City-CA-91950/17096707_zpid/","707 F Ave, National City, CA 91950","CENTURY 21 AWARD","$445,000","- Sold","2","bds","1","ba","674","sqft","Sold 01/07/2021","https://www.zillow.com/homedetails/707-F-Ave-National-City-CA-91950/17096707_zpid/","https://photos.zillowstatic.com/fp/9b4eea1a3717715efd74505fbb18300b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""236 E 9th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""768""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""236 E 9th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67561,""longitude"":-117.1036},""url"":""https://www.zillow.com/homedetails/236-E-9th-St-National-City-CA-91950/17096813_zpid/""}","https://www.zillow.com/homedetails/236-E-9th-St-National-City-CA-91950/17096813_zpid/","236 E 9th St, National City, CA 91950","DREAM MAKERS REALTY","$445,000","- Sold","2","bds","1","ba","768","sqft","Sold 08/04/2022","https://www.zillow.com/homedetails/236-E-9th-St-National-City-CA-91950/17096813_zpid/","https://photos.zillowstatic.com/fp/e2213179ec8dfa7483390c789fc900da-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1213 East Ave Unit B5, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""924""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1213 East Ave UNIT B5"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.668255,""longitude"":-117.09179},""url"":""https://www.zillow.com/homedetails/1213-East-Ave-UNIT-B5-National-City-CA-91950/17099037_zpid/""}","https://www.zillow.com/homedetails/1213-East-Ave-UNIT-B5-National-City-CA-91950/17099037_zpid/","1213 East Ave UNIT B5, National City, CA 91950","BIG BLOCK REALTY, INC.","$440,000","- Sold","2","bds","1","ba","924","sqft","Sold 07/12/2022","https://www.zillow.com/homedetails/1213-East-Ave-UNIT-B5-National-City-CA-91950/17099037_zpid/","https://photos.zillowstatic.com/fp/c1d2ed6214501b3e7f85d27fddedf3ec-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1021 E 16th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""916""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1021 E 16th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67217,""longitude"":-117.0937},""url"":""https://www.zillow.com/homedetails/1021-E-16th-St-National-City-CA-91950/17099177_zpid/""}","https://www.zillow.com/homedetails/1021-E-16th-St-National-City-CA-91950/17099177_zpid/","1021 E 16th St, National City, CA 91950","","$440,000","- Sold","2","bds","1","ba","916","sqft","Sold 07/14/2020","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1836 Via Las Palmas Unit 7, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1836 Via Las Palmas UNIT 7"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-7-National-City-CA-91950/17100761_zpid/""}","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-7-National-City-CA-91950/17100761_zpid/","1836 Via Las Palmas UNIT 7, National City, CA 91950","CASAS ADVISORS","$438,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 09/20/2022","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-7-National-City-CA-91950/17100761_zpid/","https://photos.zillowstatic.com/fp/f511791000fe202aa06e56eaf15ae650-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""541 E 4th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""932""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""541 E 4th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681152,""longitude"":-117.10237},""url"":""https://www.zillow.com/homedetails/541-E-4th-St-National-City-CA-91950/17096309_zpid/""}","https://www.zillow.com/homedetails/541-E-4th-St-National-City-CA-91950/17096309_zpid/","541 E 4th St, National City, CA 91950","COMPASS","$435,000","- Sold","2","bds","1","ba","932","sqft","Sold 03/10/2020","https://www.zillow.com/homedetails/541-E-4th-St-National-City-CA-91950/17096309_zpid/","https://photos.zillowstatic.com/fp/ffc0f3238c16ea199ad9716a6f7a08c1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2330 Euclid Ave Unit 15, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,144""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2330 Euclid Ave UNIT 15"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66909,""longitude"":-117.0777},""url"":""https://www.zillow.com/homedetails/2330-Euclid-Ave-UNIT-15-National-City-CA-91950/17099935_zpid/""}","https://www.zillow.com/homedetails/2330-Euclid-Ave-UNIT-15-National-City-CA-91950/17099935_zpid/","2330 Euclid Ave UNIT 15, National City, CA 91950","","$430,000","- Sold","2","bds","2","ba","1,144","sqft","Sold 10/15/2021","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1836 Via Las Palmas Unit 4, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1836 Via Las Palmas UNIT 4"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-4-National-City-CA-91950/17100758_zpid/""}","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-4-National-City-CA-91950/17100758_zpid/","1836 Via Las Palmas UNIT 4, National City, CA 91950","BIG BLOCK REALTY, INC.","$430,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 12/10/2021","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-4-National-City-CA-91950/17100758_zpid/","https://photos.zillowstatic.com/fp/8e0b7e0ccad01f0b4178b6aca1077693-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2330 Euclid Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,144""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2330 Euclid Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2330-Euclid-Ave-National-City-CA-91950/2068530404_zpid/""}","https://www.zillow.com/homedetails/2330-Euclid-Ave-National-City-CA-91950/2068530404_zpid/","2330 Euclid Ave, National City, CA 91950","AMANICA REAL ESTATE & PROPERTY","$430,000","- Sold","2","bds","2","ba","1,144","sqft","Sold 10/15/2021","https://www.zillow.com/homedetails/2330-Euclid-Ave-National-City-CA-91950/2068530404_zpid/","https://photos.zillowstatic.com/fp/4181745b4a61d4553d5e961ca50e20a3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3514 Fairlomas Rd, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3514 Fairlomas Rd"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6591,""longitude"":-117.06125},""url"":""https://www.zillow.com/homedetails/3514-Fairlomas-Rd-National-City-CA-91950/17101567_zpid/""}","https://www.zillow.com/homedetails/3514-Fairlomas-Rd-National-City-CA-91950/17101567_zpid/","3514 Fairlomas Rd, National City, CA 91950","EXP REALTY OF CALIFORNIA INC","$427,500","- Sold","2","bds","3","ba","1,400","sqft","Sold 05/27/2020","https://www.zillow.com/homedetails/3514-Fairlomas-Rd-National-City-CA-91950/17101567_zpid/","https://photos.zillowstatic.com/fp/669a2b32364da5b1b32862c35c663f87-p_e.jpg","Save this home"
